Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Have Mortgage,Home Mortgage,Own Home,Rent,business loan,buy a car,buy house,debt consolidation,educational expenses,home improvements,major purchase,medical bills,moving,other,renewable energy,small business,take a trip,vacation,wedding,Loan-to-Income Ratio,Credit Utilization Ratio,Delinquency Ratio,Debt-to-Income Ratio
Home Mortgage,1284210.0,7,0.0,6.0,10.8,472758.0,0.0,0.0,0.0,debt consolidation,0,255588.0,255588.0,6828.0,746.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19902352418996894,0.5406317820110924,0.0,0.06380264909944636
Home Mortgage,1595943.0,5,0.0,11.0,9.7,467632.0,0.0,0.0,0.0,debt consolidation,1,349701.0,267767.0,16092.0,676.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21911872792449355,0.5726019605159612,0.0,0.12099680251738314
Home Mortgage,1097060.0,10,0.0,4.0,31.9,434808.0,1.0,0.0,1.0,debt consolidation,0,312400.0,209912.0,17279.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.284761088728055,0.48276940626667403,0.0,0.1890033361894518
Rent,463448.0,10,0.0,13.0,28.9,1012682.0,0.0,0.0,0.0,debt consolidation,0,188917.0,188917.0,5716.0,736.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40763365037717286,0.18655115821156099,0.0,0.14800365952598782
Home Mortgage,847058.0,10,0.0,8.0,17.0,505340.0,0.0,0.0,0.0,debt consolidation,0,173261.0,173261.0,5873.0,749.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2045444349737562,0.34286025250326513,0.0,0.08320091422311104
Home Mortgage,1746252.0,9,0.0,9.0,11.9,831424.0,0.0,0.0,0.0,debt consolidation,0,689320.0,689320.0,29977.0,738.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39474256865561214,0.8290835963359249,0.0,0.20599775977350349
Home Mortgage,959899.0,10,0.0,16.0,20.4,1028478.0,1.0,58.0,0.0,debt consolidation,1,645734.0,645734.0,16318.0,697.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6727103580689219,0.6278539745137961,2.843137254901961,0.20399646212778635
Rent,1168386.0,2,0.0,13.0,9.5,800536.0,0.0,44.0,0.0,debt consolidation,0,319409.0,319409.0,18022.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2733762643509936,0.39899392407087253,4.631578947368421,0.18509636370172186
Home Mortgage,1009736.0,6,0.0,11.0,15.0,238106.0,0.0,16.0,0.0,debt consolidation,0,202356.0,75677.0,3728.0,732.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20040485829959515,0.31782903412765745,1.0666666666666667,0.04430464992829809
Rent,839097.0,10,0.0,11.0,18.6,382140.0,0.0,16.0,0.0,debt consolidation,0,365970.0,262048.0,11747.0,689.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.43614742991573086,0.6857382111268122,0.8602150537634408,0.167994880210512
Home Mortgage,758252.0,10,0.0,7.0,26.5,243628.0,0.0,0.0,0.0,debt consolidation,0,265034.0,186637.0,15418.0,692.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.34953287297626645,0.7660736861116128,0.0,0.24400331288278831
Rent,1168386.0,7,0.0,8.0,11.9,261976.0,0.0,0.0,0.0,debt consolidation,0,160873.0,160873.0,6296.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13768822974599149,0.6140753351452042,0.0,0.06466356152846747
Rent,1232530.0,10,0.0,15.0,31.9,601920.0,0.0,33.0,0.0,debt consolidation,0,315552.0,315552.0,10682.0,732.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25601973177123477,0.5242424242424243,1.0344827586206897,0.10400071397856442
Home Mortgage,1702647.0,10,0.0,19.0,26.1,1706333.1999999997,0.0,13.0,0.0,major purchase,1,350482.0,123557.0,40546.2,743.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2058453690048495,0.0724108280844562,0.49808429118773945,0.2857635199780107
Rent,1402485.0,5,0.0,4.0,31.0,174416.0,0.0,9.0,0.0,debt consolidation,0,219142.0,87362.0,1893.0,733.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15625265154351026,0.500882946518668,0.2903225806451613,0.016196964673418968
Rent,980286.0,10,0.0,6.0,22.7,343024.0,1.0,37.0,1.0,debt consolidation,0,218284.0,142500.0,9639.0,745.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22267379111810226,0.41542282755725546,1.6299559471365639,0.11799413640508995
Rent,1667250.0,0,0.0,14.0,16.9,471812.0,0.0,0.0,0.0,debt consolidation,0,600600.0,204554.0,32372.0,739.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36023391812865496,0.43354980373538615,0.0,0.23299685110211427
Home Mortgage,1061245.0,10,0.0,8.0,19.4,134640.0,0.0,24.0,0.0,debt consolidation,0,325578.0,99180.0,30422.0,734.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30678872456407336,0.7366310160427807,1.2371134020618557,0.34399596700102236
Rent,836342.0,6,0.0,4.0,12.6,111604.90000000002,0.0,0.0,0.0,debt consolidation,0,108944.0,59356.0,1464.0,671.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1302625002690287,0.5318404478656402,0.0,0.021005760801203335
Home Mortgage,2350148.0,10,0.0,7.0,30.1,572968.0,0.0,0.0,0.0,debt consolidation,0,522500.0,357770.0,34782.0,746.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22232642369757138,0.6244153251141425,0.0,0.1775990278059084
Rent,936700.0,7,0.0,5.0,22.5,133364.0,1.0,0.0,1.0,other,0,59114.0,55290.0,8977.0,707.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06310878616419345,0.4145796466812633,0.0,0.11500373652183196
Rent,1057122.0,10,0.0,5.0,18.2,291478.0,0.0,0.0,0.0,debt consolidation,0,349701.0,238393.0,19292.0,746.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3308047699319473,0.8178764778130768,0.0,0.21899459097436247
Own Home,1407330.0,10,1.0,6.0,17.2,506154.0,1.0,0.0,0.0,debt consolidation,0,349701.0,47215.0,9523.0,724.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24848542985653685,0.09328188654046002,0.0,0.0812005712945791
Home Mortgage,1010192.0,10,0.0,11.0,16.7,272866.0,0.0,41.0,0.0,buy a car,0,118769.0,118769.0,22224.0,736.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11757071922961179,0.4352649285729992,2.4550898203592815,0.2639973391196921
Rent,2622773.3,0,0.0,10.0,20.3,481580.0,0.0,77.0,0.0,debt consolidation,0,405416.0,173432.0,27030.0,749.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15457531156047685,0.3601312346858258,3.793103448275862,0.1236706199502641
Own Home,862866.0,10,0.0,7.0,18.6,728552.0,0.0,0.0,0.0,debt consolidation,0,586416.0,586416.0,21284.0,728.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6796142158805655,0.8049061700468875,0.0,0.29599961060002367
Home Mortgage,498294.0,1,0.0,6.0,16.3,222002.0,1.0,0.0,1.0,debt consolidation,0,146091.0,146091.0,8758.0,730.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29318233813772593,0.6580616390843326,0.0,0.2109116304832087
Home Mortgage,1186588.0,10,0.0,8.0,27.7,486750.0,0.0,40.0,0.0,debt consolidation,0,349701.0,209342.0,16909.0,735.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2947113909798515,0.43008115048793016,1.444043321299639,0.17100122367662576
Rent,733723.0,10,0.0,12.0,19.4,593516.0,1.0,0.0,1.0,debt consolidation,0,263076.0,230147.0,8071.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35854947984457347,0.3877688217335337,0.0,0.1320007686824592
Home Mortgage,1168386.0,2,0.0,8.0,21.6,948948.0,1.0,8.0,0.0,debt consolidation,0,643340.0,643340.0,15053.0,731.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5506228249910561,0.6779507412418805,0.37037037037037035,0.15460301646887245
Home Mortgage,1168386.0,5,0.0,9.0,16.6,255288.0,0.0,0.0,0.0,debt consolidation,0,180268.0,166022.0,15346.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15428805206498536,0.650332173858544,0.0,0.15761229593644566
Home Mortgage,572850.0,1,0.0,9.0,15.4,517044.0,0.0,0.0,0.0,debt consolidation,0,176880.0,150936.0,9834.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3087719298245614,0.2919209970524752,0.0,0.20600157109190886
Own Home,447374.0,0,0.0,3.0,17.6,397122.0,0.0,0.0,0.0,home improvements,1,135812.0,135812.0,8612.0,738.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.30357597893485094,0.34199062252909684,0.0,0.231001354571343
Rent,1168386.0,4,0.0,15.0,8.5,323796.0,0.0,22.0,0.0,debt consolidation,0,238326.0,218956.0,26894.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20397882206736473,0.6762158890165413,2.588235294117647,0.27621693515670337
Rent,1158620.0,3,0.0,4.0,19.3,827728.0,0.0,0.0,0.0,debt consolidation,0,640490.0,640490.0,18441.0,710.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.552804198097737,0.7737928401600526,0.0,0.19099618511677685
Home Mortgage,997576.0,3,0.0,13.0,31.9,1216182.0,0.0,9.0,0.0,debt consolidation,0,424346.0,424346.0,20367.0,737.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.42537711412463813,0.348916527296079,0.2821316614420063,0.24499787484863308
Home Mortgage,2289120.0,3,0.0,8.0,12.5,530596.0,0.0,39.0,0.0,debt consolidation,1,508024.0,127395.0,23654.0,727.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2219298245614035,0.24009792761347618,3.12,0.12399874187460684
Rent,2250949.0,10,0.0,11.0,31.9,441760.0,0.0,18.0,0.0,debt consolidation,1,280016.0,101099.0,25511.0,728.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12439908678517372,0.22885503440782326,0.5642633228840126,0.1360013043387478
Home Mortgage,2622773.3,7,0.0,14.0,15.6,1060554.0,0.0,0.0,0.0,debt consolidation,0,765006.0,403921.0,16202.0,743.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29167827810356317,0.38085849471125466,0.0,0.0741291670156929
Rent,1746157.0,3,0.0,14.0,26.0,440968.0,0.0,27.0,0.0,debt consolidation,1,349701.0,190038.0,12907.0,724.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20026893343496605,0.4309564412837213,1.0384615384615385,0.08869992789880864
Home Mortgage,1168386.0,10,0.0,16.0,23.4,713614.0,0.0,0.0,0.0,home improvements,0,301986.0,301986.0,31107.0,731.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2584642404136989,0.423178356926854,0.0,0.3194868819037544
Rent,796670.0,10,0.0,9.0,31.9,156970.0,0.0,34.0,0.0,debt consolidation,0,107646.0,92587.0,6639.0,703.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13511993673666636,0.5898388227049755,1.0658307210031348,0.10000125522487353
Home Mortgage,737371.0,4,0.0,15.0,16.5,268906.0,0.0,84.0,0.0,debt consolidation,1,359590.0,72219.0,17390.0,721.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.48766496105759516,0.26856596728968485,5.090909090909091,0.2830054341708584
Home Mortgage,2092831.0,2,0.0,12.0,16.6,1270016.0,0.0,0.0,0.0,debt consolidation,0,349701.0,375117.0,15888.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16709471524456584,0.29536399541423103,0.0,0.09109956800142964
Home Mortgage,1168386.0,1,0.0,9.0,22.5,509102.0,0.0,71.0,0.0,debt consolidation,0,231484.0,136743.0,27976.0,731.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19812288062335565,0.26859646986262087,3.1555555555555554,0.28732970097211025
Home Mortgage,2622773.3,3,0.0,6.0,13.7,311278.0,0.0,13.0,0.0,debt consolidation,0,335874.0,136838.0,16244.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12806062956337097,0.43960061424193164,0.9489051094890512,0.074321330021165
Rent,621984.0,2,0.0,5.0,12.7,159236.0,0.0,33.0,0.0,debt consolidation,0,174592.0,37126.0,9848.0,707.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2807017543859649,0.2331507950463463,2.598425196850394,0.18999845655193703
Home Mortgage,1259947.0,10,0.0,6.0,31.9,1079562.0,0.0,0.0,0.0,debt consolidation,0,659186.0,659186.0,34228.0,742.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.52318549907258,0.6106050416743086,0.0,0.32599466485495027
Home Mortgage,1088168.0,3,0.0,11.0,15.9,397078.0,0.0,52.0,0.0,debt consolidation,0,241775.0,241775.0,17592.0,727.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22218536108395026,0.6088854079047441,3.2704402515723268,0.19399945596635815
Own Home,886844.0,1,0.0,14.0,31.9,630234.0,0.0,16.0,0.0,debt consolidation,0,133936.0,51699.0,19880.0,731.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15102543401094218,0.08203143594284028,0.5015673981191223,0.2689988318125848
Home Mortgage,1168386.0,10,0.0,9.0,18.0,352396.0,1.0,22.0,0.0,debt consolidation,0,267824.0,267824.0,8865.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22922561550720397,0.7600086266586454,1.2222222222222223,0.09104867740626814
Rent,1627597.0,6,0.0,5.0,17.1,223784.0,0.0,10.0,0.0,debt consolidation,0,221716.0,110162.0,12180.0,744.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13622291021671826,0.49226933114074284,0.5847953216374269,0.08980109941220094
Home Mortgage,1393935.0,2,0.0,4.0,8.7,671726.0,0.0,0.0,0.0,debt consolidation,1,531962.0,531962.0,11268.0,682.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3816261159953656,0.7919330203088759,0.0,0.09700308837930033
Home Mortgage,1249706.0,6,0.0,9.0,18.8,678942.0,0.0,0.0,0.0,debt consolidation,0,445236.0,361779.0,13330.0,743.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35627259531441796,0.5328570039856129,0.0,0.1279981051543323
Home Mortgage,1402200.0,2,0.0,9.0,14.4,212102.0,0.0,11.0,0.0,debt consolidation,0,92872.0,92872.0,4429.0,718.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0662330623306233,0.4378648008976813,0.7638888888888888,0.037903294822421905
Rent,1713382.0,0,0.0,12.0,13.0,282106.0,1.0,4.0,1.0,debt consolidation,0,140162.0,130112.0,18276.0,729.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08180429116215765,0.46121670577726104,0.3076923076923077,0.12799947705765555
Home Mortgage,1885826.0,5,0.0,15.0,29.3,1291510.0,0.0,14.0,0.0,debt consolidation,1,777483.2999999999,766592.9999999992,36302.0,671.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4122773256917658,0.5935633483286998,0.4778156996587031,0.230999042329462
Home Mortgage,1374099.0,4,0.0,20.0,17.5,802516.0,0.0,0.0,0.0,home improvements,0,379810.0,379810.0,25237.0,724.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.27640657623650117,0.4732740531029911,0.0,0.22039460038905492
Home Mortgage,637032.0,8,0.0,8.0,17.5,147576.0,0.0,0.0,0.0,home improvements,0,181610.0,111511.0,18155.0,727.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2850877192982456,0.7556174445709329,0.0,0.3419922390084015
Rent,952280.0,1,0.0,4.0,11.8,111604.90000000002,0.0,0.0,0.0,other,0,66154.0,171.0,3087.0,741.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0694690637207544,0.0015321907909061337,0.0,0.03890032343428403
Home Mortgage,1168386.0,9,0.0,17.0,15.0,1192158.0,0.0,0.0,0.0,debt consolidation,1,777483.2999999999,560101.0,20765.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6654335981430793,0.46982111431538437,0.0,0.21326856021896873
Home Mortgage,1311114.0,7,0.0,20.0,13.6,409420.0,0.0,0.0,0.0,debt consolidation,1,390368.0,191995.0,33761.0,738.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29773764905263767,0.4689438718186703,0.0,0.3089983022071307
Home Mortgage,1168386.0,8,0.0,10.0,15.1,220660.0,0.0,5.0,0.0,debt consolidation,1,331518.0,23256.0,23096.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2837401338256364,0.10539291217257318,0.33112582781456956,0.23720927844051537
Home Mortgage,1168386.0,6,0.0,9.0,14.8,146960.0,1.0,35.0,1.0,home improvements,1,613470.0,46968.0,21950.0,731.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5250576436212006,0.3195971692977681,2.364864864864865,0.22543919560830067
Home Mortgage,1050833.0,10,0.0,16.0,16.7,786280.0,0.0,0.0,0.0,debt consolidation,1,516097.0,516097.0,19178.0,719.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4911313215325366,0.6563781350155161,0.0,0.21900340015968284
Home Mortgage,1219192.0,2,0.0,8.0,26.5,632214.0,0.0,0.0,0.0,debt consolidation,0,349701.0,368543.0,32207.0,743.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.286830130118964,0.5829402702249554,0.0,0.31700011154928837
Rent,763192.0,10,0.0,4.0,12.4,331254.0,0.0,0.0,0.0,other,1,353474.0,137598.0,9222.0,735.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4631521294772482,0.4153851727073484,0.0,0.14500151993207475
Rent,881467.0,10,0.0,10.0,17.5,111604.90000000002,0.0,32.0,0.0,other,0,148324.0,2793.0,12340.0,744.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16826948711636397,0.025025782918133517,1.8285714285714285,0.16799267584606117
Home Mortgage,1058376.0,9,0.0,11.0,20.5,576620.0,0.0,0.0,0.0,debt consolidation,0,283860.0,283860.0,10319.0,712.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2682033606204222,0.49228261246574867,0.0,0.11699811787115354
Rent,1069035.0,3,0.0,5.0,11.0,413908.0,0.0,0.0,0.0,home improvements,0,117040.0,8227.0,9978.0,748.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10948191593352884,0.019876397653584853,0.0,0.11200381652611935
Rent,2415622.0,0,0.0,17.0,15.9,1706333.1999999997,0.0,66.0,0.0,debt consolidation,0,777483.2999999999,766592.9999999992,36436.0,730.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32185635832096243,0.44926336778772125,4.150943396226415,0.1810018289285327
Rent,1058376.0,5,0.0,6.0,20.5,592966.0,0.0,0.0,0.0,debt consolidation,0,508024.0,446044.0,12436.0,740.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.48000332585017047,0.7522252540617843,0.0,0.14100092972629766
Rent,855209.0,2,0.0,13.0,8.9,165704.0,0.0,0.0,0.0,debt consolidation,0,107646.0,97185.0,1896.0,728.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12587098592273935,0.5864976101964949,0.0,0.02660402311014033
Rent,820040.0,5,0.0,17.0,9.5,464244.0,0.0,0.0,0.0,debt consolidation,0,223725.0,223725.0,13565.0,693.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27282205746061167,0.4819125287564298,0.0,0.19850251207258182
Rent,1168386.0,1,0.0,10.0,15.0,336996.0,0.0,73.0,0.0,other,0,205770.0,205770.0,5537.0,731.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1761147429017465,0.6106007192963715,4.866666666666666,0.056868192532262454
Home Mortgage,1870759.0,10,0.0,10.0,18.7,870914.0,0.0,0.0,0.0,home improvements,0,501695.0,501695.0,26658.0,749.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2681772478443242,0.5760557299572633,0.0,0.1709979746188579
Rent,1168386.0,10,0.0,5.0,31.9,485672.0,0.0,14.0,0.0,debt consolidation,1,614614.0,416518.0,16541.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5260367720941538,0.8576117214910475,0.438871473354232,0.16988563710965382
Rent,812041.0,10,0.0,10.0,18.0,638308.0,0.0,22.0,0.0,debt consolidation,0,282245.0,282245.0,15497.0,714.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3475748145721706,0.44217681746116294,1.2222222222222223,0.22900814121454457
Rent,1168386.0,3,0.0,20.0,15.1,285010.0,0.0,0.0,0.0,debt consolidation,0,219070.0,219070.0,15003.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18749796728136078,0.768639696852742,0.0,0.15408948754949134
Home Mortgage,2244204.0,10,0.0,9.0,14.0,1095886.0,0.0,0.0,0.0,debt consolidation,0,236607.0,236607.0,14550.0,742.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10543025500355582,0.21590475651664498,0.0,0.07780041386611912
Home Mortgage,1103330.0,10,0.0,9.0,17.1,319110.0,0.0,43.0,0.0,debt consolidation,0,220264.0,158194.0,18113.0,742.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19963564844606782,0.49573501300491996,2.5146198830409356,0.1969999909365285
Home Mortgage,1168386.0,10,0.0,6.0,23.4,304260.0,0.0,35.0,0.0,home improvements,0,179476.0,21546.0,25803.0,731.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15361019389140232,0.07081443502267798,1.4957264957264957,0.26501173413580786
Rent,2513453.0,5,0.0,11.0,12.5,737330.0,0.0,0.0,0.0,debt consolidation,0,545718.0,545718.0,25386.0,738.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21711884009766644,0.7401272157649899,0.0,0.12120059535626884
Own Home,875102.0,3,0.0,9.0,10.5,228580.0,0.0,0.0,0.0,other,0,189134.0,127718.0,4492.0,713.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21612794851343042,0.5587452970513606,0.0,0.06159739093271413
Home Mortgage,1168386.0,10,0.0,7.0,26.5,1080552.0,0.0,0.0,0.0,home improvements,0,176462.0,171703.0,14224.0,731.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15103056695304462,0.15890304214882764,0.0,0.1460887069855339
Home Mortgage,1888068.0,1,0.0,19.0,30.5,957132.0,0.0,5.0,0.0,debt consolidation,0,364534.0,364534.0,29737.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19307249527029746,0.38086073812180554,0.16393442622950818,0.1889995487450664
Rent,2622773.3,0,0.0,13.0,20.1,468336.0,0.0,50.0,0.0,debt consolidation,0,441936.0,238640.0,40546.2,729.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16849950394111457,0.5095487000785761,2.487562189054726,0.18551142029698106
Rent,1168386.0,0,0.0,19.0,14.5,1305392.0,0.0,0.0,0.0,debt consolidation,1,616242.0,446443.0,40546.2,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5274301472287412,0.34199918491916603,0.0,0.416432925420195
Rent,470535.0,4,0.0,10.0,9.4,402798.0,0.0,0.0,0.0,other,0,196130.0,72713.0,12508.0,692.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41682340314748106,0.1805197642490777,0.0,0.31899008575345084
Home Mortgage,1603372.0,10,0.0,17.0,19.9,799568.0,0.0,20.0,0.0,debt consolidation,0,349701.0,422617.0,27658.0,729.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21810347193290142,0.5285566706021252,1.0050251256281408,0.2069987501340924
Rent,1168386.0,3,0.0,12.0,12.0,726726.0,0.0,0.0,0.0,debt consolidation,0,293094.0,293094.0,12140.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2508537418284711,0.4033074363652876,0.0,0.12468482162572986
Home Mortgage,1805551.0,5,0.0,14.0,17.5,475640.0,0.0,59.0,0.0,debt consolidation,0,330110.0,291251.0,17905.0,722.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18283061514185975,0.6123349592128501,3.3714285714285714,0.11899968486074335
Home Mortgage,760380.0,1,0.0,7.0,10.9,301224.0,0.0,0.0,0.0,debt consolidation,0,193688.0,116546.0,3821.0,736.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2547252689444751,0.3869080816933578,0.0,0.0603014282332518
Home Mortgage,954275.0,2,0.0,5.0,13.2,780384.0,0.0,0.0,0.0,debt consolidation,0,327541.0,327541.0,6457.0,744.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.34323544051767046,0.4197177287079182,0.0,0.08119672002305416
Own Home,1436970.0,10,0.0,9.0,28.5,767184.0,0.0,36.0,0.0,other,0,349701.0,590368.0,22034.0,694.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24335998663855196,0.7695259546601597,1.263157894736842,0.18400384141631349
